,Pt1-OnTx,Pt1-baseline,Pt2-OnTx,Pt2-baseline,Pt3-OnTx,Pt3-baseline,Pt4-OnTx,Pt4-baseline,Pt5-OnTx,Pt5-baseline
C2orf16,0.290167,0.1712725,0.1266495,0.15219,0.1863915,0.232438,0.2835135,0.2563115,0.210749,0.240442
C2orf27A,0.219536,0.09005755,0.3466725,0.21085495,0.2297495,0.406806,0.2243915,0.6714505,0.660565,0.600458
C2orf27B,0,0.00985965,0,0.0452131,0,0.0098206,0,0,0.01421505,0
C2orf40,0.02427075,0.0520095,1.075896,0.0903147,68.1522,35.1697,0,0.7080485,1.158905,0.1548985
C2orf42,3.67828,4.066575,3.909815,3.689885,2.90917,4.108455,6.24436,6.56536,5.43488,3.73501
C2orf43,9.00753,9.19479,3.622385,3.0162,3.6949,5.00317,4.67808,3.474385,4.70103,2.5712
C2orf44,3.641535,3.164325,2.69902,2.90704,4.750635,4.38837,5.08712,4.34963,5.06374,4.767605
C2orf47,7.1575,8.661375,7.616385,15.81205,15.27585,16.4311,7.528905,9.509455,9.004025,10.0068
C2orf48,0.14070745,0.256095,0.08313145,0.1739856,0.0874262,0.16317,0.0333218,0.1517485,0.2126195,0.4897655
C2orf49,8.40877,7.7461,4.173615,4.18256,7.42369,15.06,8.707955,8.08626,3.871975,3.99137
C2orf50,0.04399045,0.11988605,0.0547231,0.06044745,0.14055515,0.10320345,0,0.173729,0.01836085,0.02445095
C2orf54,0,0,0,0,0.0063979,0.01473885,0.0347255,0.05961725,0.07179215,0.0245627
C2orf57,0,0,0,0,0,0.00778975,0,0,0,0
C2orf61,0,0.01972595,0.04676475,0,0,0.01076285,0.0091291,0.00638105,0,0.03320075
C2orf66,0.544853,0.0321886,0.2510285,0.1290915,0.6678255,0.5375,0.152082,0.223229,0.07249485,0.884226
C2orf68,8.58529,5.967655,5.13833,4.20991,4.009635,5.25579,2.76995,4.1219,7.115575,6.56784
C2orf69,5.45131,4.524925,3.68466,6.17325,6.015745,10.3999,12.8208,12.1954,4.651245,8.537365
C2orf70,0,0,0.0362425,0.06327,3.169705,0.7481495,1.949705,1.10914,3.413725,6.117325
C2orf71,0.00140731,0.0403013,0.0065572,0,0.00138774,0.00428446,0.01511458,0.00245511,0.05154205,0
C2orf72,6.8719,9.77575,0.02990335,0.07871845,1.96117,1.894065,2.15353,0.3023385,6.48841,6.58107
C2orf73,0.01716685,0,0.0659557,0.0091771,0.13774,0.284008,0.163968,0.07487005,0,0.0403084
C2orf74,17.2645,10.40377,9.390535,9.90417,19.1932,18.62245,18.85615,16.59675,4.91341,6.668075
C2orf76,3.413595,3.90293,4.571595,6.387065,4.7675,7.479015,5.685235,4.02047,4.96676,5.37417
C2orf78,0.00835867,0.03247075,0,0,0,0,0.04042595,0.01071382,0,0
C2orf80,0,0,0.1318641,0.1583145,0,0,0,0,0.01514645,0
C2orf81,0.366299,0.44973,1.46181,1.51079,2.84848,2.106145,2.101145,2.793695,2.682855,2.384275
C2orf82,1.320445,0.5982055,1.494185,0.683869,625.746,1213.425,0.7382535,2.187285,1.555625,0.4000395
C2orf83,0,0,0,0,0,0,0.01167055,0.00830695,0,0
C2orf88,0.869582,0.1424345,3.20954,3.031065,4.16518,2.28543,0.5750535,0.345585,1.26005,1.838525
C2orf91,0,0.00795645,0,0,0.00875696,0,0.00522775,0.00916824,0.0043515,0
C3,3.13237,0.491725,107.826,12.45075,4.006285,11.26105,26.89015,147.68,77.0678,31.07345
C3AR1,12.30315,8.918195,30.9689,13.5693,11.123,7.592065,19.79945,23.315,28.83555,26.1494
C3P1,0.00838705,0.0091976,0.012790265,0,0,0,0,0,0.00427233,0.0050813
C3orf14,6.05449,6.78771,6.82614,14.3819,11.66685,6.57227,3.72576,4.01739,18.41425,15.73925
C3orf17,11.5097,12.0849,11.79755,11.0907,9.45747,11.06785,7.08105,9.090385,6.93572,7.976195
C3orf18,0.332064,0.226904,0.9347655,0.745596,3.45486,4.08832,0.5059485,1.051876,3.46847,3.388975
C3orf20,0.00409112,0.00450238,0.03660855,0.0705865,0.015367645,0.0151715,0.02110725,0.004973545,0,0.01452385
C3orf22,0,0,0,0,0,0.0150838,0,0,0,0
C3orf27,0,0,0,0,0,0,0,0,0,0
C3orf30,0,0,0.1680535,0.1514075,0.113207,0.0805413,0,0,0.009019,0
C3orf33,2.362505,2.348245,4.70494,6.10062,6.03581,3.76046,0.396575,0.55259,0.9709685,1.99413
C3orf35,0.192846,0.0860706,0.513555,0.330668,0.06705495,0.129303,0.0362425,0.1763175,0.04855145,0.179293
C3orf36,0.150767,0.0745244,0.3475915,0.0150697,0.1270755,0.0558601,0.303753,0.6275025,2.500385,0.4953265
C3orf38,12.6275,13.93695,10.84245,13.16025,8.64274,9.507135,11.29265,7.66183,8.67716,7.736535
C3orf43,0,0,0.0723735,0,0,0.00833645,0,0.04711195,0,0.00910155
C3orf49,0.0099391,0,0.0127132,0,0.0084687,0,0,0,0,0
C3orf52,1.27576,1.26568,2.32878,4.46469,1.98874,2.023865,0.1329465,0.2762615,1.87583,2.60122
C3orf55,0.0257484,0,0.7156,1.662345,6.21385,5.230225,0.357239,0.9118105,1.824865,0.4400665
C3orf56,0,0,0,0,0,0,0.0141777,0,0,0
C3orf58,11.4098,9.05503,4.900785,4.09389,4.17054,5.62822,3.68261,5.233475,4.753845,5.026205
C3orf62,2.073915,1.462775,3.897225,2.773845,1.10608,1.52583,3.41264,2.733125,1.786305,2.51245
C3orf65,0,0,0,0.01054425,0,0.006635,0.02065535,0.00741545,0,0
C3orf67,3.42672,1.53922,0.9464725,1.457465,7.56371,16.196,11.04405,12.99715,0.2827705,0.7152375
C3orf67-AS1,0.0069537,0,0,0,0,0.0066065,0.00975965,0,0,0
C3orf70,0.6204655,0.926369,1.93995,1.423025,3.498195,5.391495,2.46269,3.649235,3.29839,2.289095
C3orf79,0,0,0,0,0,0,0,0,0,0
C3orf80,0.534617,0.254067,0.9037205,1.18693,8.87717,7.493145,5.506295,6.244015,4.22033,3.92169
C3orf84,0,0,0,0,0,0,0,0,0,0
C4A,0.0210651,0.01373955,0.08170895,0.040856,0.008025775,0.00646118,0.0290391,0.1005084,0.0728112,0.03388935
C4B,2.08E-05,1.07E-05,4.41E-05,9.04E-05,2.27E-05,2.81E-05,2.36E-05,0.018847393,3.77E-05,3.23E-05
C4BPA,0,0,0,0,0,0,0.019588,0,0.02375035,0.124898
C4BPB,0.03396215,0,0.204802,0.1227165,0.319106,0.0168711,0.1093067,0.2361545,0.1576385,0.05669
C4B_2,2.72E-05,4.24E-05,4.51E-05,0.000277748,3.49E-05,3.21E-05,4.23E-05,0.038010245,5.15E-05,6.00E-05
C4orf17,0,0,0,0,0,0.01434505,0,0,0,0
C4orf19,1.541635,2.85222,0.06599195,0.07486135,3.599555,2.860955,0.04851855,1.612915,0.0709463,0.07421505
C4orf22,0,0,0,0.02443765,0.0422728,0,0,0,0.04097465,0.0229223
C4orf26,0.01120335,0,0.0113716,0,0.0081588,0,0,0,0,0.0093189
C4orf27,66.88505,50.9538,21.73005,27.8854,10.7682,13.914,17.19325,13.02585,22.28945,30.9315
C4orf29,3.25478,2.87515,0.8547445,0.650136,0.908366,1.123935,1.784835,1.4805,0.8712635,1.215525
C4orf3,80.96775,107.161,45.0532,56.77425,48.0604,73.14635,59.08945,38.79445,54.40195,36.48265
C4orf32,4.06462,2.943215,6.423975,3.32585,6.633505,9.807865,2.098225,5.412155,11.28795,6.85554
C4orf33,9.741065,9.878875,4.16263,4.23386,2.859405,2.668095,9.94004,5.39156,3.11884,5.976365
C4orf36,0.2435085,0.281934,0.8569975,1.140388,0.5712875,0.3056225,0.05780135,0.11718455,0.3905825,0.5229215
C4orf45,0.0208958,0,0,0,0,0,0,6.23E-10,0.024276,0
C4orf46,6.757795,8.453445,3.650885,4.64602,2.753045,3.80082,6.991805,4.455415,6.149465,6.89891
C4orf47,0.5273615,0.336328,1.43326,0.942227,0.2468025,1.0126335,1.88258,1.47738,0.1292315,0.4127815
C4orf48,91.3928,58.1903,59.63175,48.59875,24.2389,14.26935,14.9911,23.58095,64.38545,79.75445
C4orf51,0,0,0,0.03027625,0.12788075,0.073674,0,0.027675,0.02448395,0
C4orf6,0,0,0.062835,0.02792165,0,0.1216565,0,0.01746315,0.02173275,0
C5,0.1484525,0.1615925,0.9388895,0.558445,3.98005,8.21822,1.35249,1.90647,0.7265545,0.9974285
C5AR1,1.0679255,2.17141,12.1195,4.528845,4.96328,5.23232,4.306615,14.5107,17.7216,13.4813
C5AR2,0.03850125,0.1208199,0.7631005,0.400456,0.2537825,0.596335,0.527606,1.0091885,1.105065,1.471845
C5orf15,102.024,114.139,76.12885,39.7072,111.374,184.3125,50.62235,57.56085,31.31265,28.71075
C5orf20,0.10649875,0.00409078,0.5801515,0.468115,0.00704465,0.02612455,0.0637146,0.2115075,0.2682015,0.4123525
C5orf22,12.2441,15.48185,23.67925,36,6.24871,7.953965,8.96519,8.18818,7.092495,13.70025
C5orf24,37.71485,33.5472,19.33275,28.29515,26.3258,32.211,30.6052,23.69515,12.4257,12.57565
C5orf27,0.01284935,0,0.12539995,0.11326875,0.01661415,0.0248824,0.0304222,0.0172438,0.01754225,0.038959
C5orf28,8.104605,5.69011,5.527355,9.712145,7.400195,7.17504,6.595955,5.771005,3.12525,7.806575
C5orf30,16.1374,14.6848,7.672475,10.8256,5.625085,4.88371,4.35263,3.40047,6.1621,6.93954
C5orf34,1.75598,2.259925,2.70855,3.634265,1.549375,2.592125,5.0732,3.530545,2.11146,4.446645
C5orf38,3.279825,1.25974,0.14761275,0.2496955,3.081025,1.707745,0.1887045,1.24252,2.64403,0.652818
C5orf42,2.267865,1.65976,1.15759,0.970269,1.638265,2.33806,0.7267705,1.211365,0.6847245,1.5219
C5orf45,12.2121,8.95446,14.09845,15.6116,11.3359,9.66748,8.439455,6.510685,14.0843,18.3324
C5orf46,0,0.0692125,0.380494,0.064591,0.02891455,0.409182,0.2886465,0.383667,1.3242,1.178243
C5orf47,0.07503065,0.10513575,0.0757834,3.574525,0.00585475,0,0,0,0.1215285,0.1692455
C5orf49,0,0,0.9909045,0.813427,0.477181,0.2069815,0.0575443,0.0966898,0.628819,1.10022
C5orf51,15.36165,14.4862,11.10605,10.00534,10.18115,12.3083,10.30959,9.290785,6.634165,12.7484
C5orf52,0,0,0,0,0.04426625,0.02387785,0,0.02879345,0,0
C5orf55,1.760805,1.097045,9.020215,14.0383,5.277645,3.93319,3.44021,2.54086,1.29843,3.99542
C5orf56,1.563605,0.460762,7.573405,5.51498,1.734795,1.05601,1.21553,1.802285,2.325465,5.01948
C5orf58,0.09345215,0.05425,1.252055,1.83404,0.900882,16.1134,6.909835,8.83732,0.052142,0.053159
C5orf60,0,0,0,0,0.01064925,0.0213738,0.0195551,0,0,0
C5orf63,0.04913965,0.11336695,2.535265,3.091325,2.14766,1.8204,0.227714,0.360779,0.981981,0.601497
C5orf64,0.0058413,0.03294665,0.0912645,0.04298545,0.0344482,0.01137005,0.0075911,0,0.0059696,0.01072025
C5orf66,0.7622035,0.1029822,1.568005,1.371945,0.353433,0.987333,0.3724915,1.095405,0.3988275,1.509415
C5orf66-AS1,0,0,0,0,0.0200268,0.04470985,0,0,0,0
C5orf66-AS2,0,0,0.01420445,0,0,0,0,0,0,0
C6,0.007104795,0.1176065,0.2155065,0.0095462,0.07378365,0.01689319,0.0497561,0.670739,0.208315,0.004113955
C6orf1,113.616,69.5432,86.4154,96.76725,38.02335,24.2359,29.61245,34.06395,54.58505,70.4248
C6orf10,0,0,0,0,0,0,0,0,0,0
C6orf100,0,0,0.03091025,0.0457442,0,0,0,0.02489065,0,0.03720135
C6orf106,58.05805,86.6619,24.4129,26.5839,14.805,13.09745,17.5564,16.29065,35.6695,31.655
C6orf118,0.0138132,0,0,0,0.154521,0.06121555,0.01051355,0.04601695,0.0269357,0.06049895
C6orf120,5.727145,3.968595,19.82085,21.4697,6.57208,9.19251,11.9795,12.5501,5.275925,5.35829
C6orf123,0.06112575,0.02264885,0.12399905,0.0693282,0.0162693,0.10451825,0.05801265,0.0803882,0.3234855,0.10900655
C6orf132,0.03182555,0.00701308,0.0712682,0.0461539,0.144717,0.237347,0.154266,0.7528515,0.811878,0.1858745
C6orf136,0.8363745,1.11186,0.981785,0.870516,0.264697,0.266996,0.2669585,0.5042585,0.7734685,0.71026
C6orf141,0,0,0.02602405,0.01761395,0.522116,1.136851,0.0128282,0.1661145,0.04422875,0
C6orf147,0.02928555,0.0108964,0.202396,0.0328944,0.445812,0.48725,0.0475102,0.13682505,0.6137585,1.17433
C6orf15,0.01256225,0,0,0,0,0,0,0,0,0
C6orf163,0.221605,0.0515415,0.2801825,0.1626925,0.200023,0.09813995,0.02967705,0.1446475,0.0745145,0.3452945
C6orf164,0.242099,0,0.1747105,0.288011,0.05774005,0.11158575,0.04022175,0.07952585,0.05203275,0.2254285
C6orf165,0.05430005,0.07411455,0.2415555,0.1837435,0.2365945,0.18685,0.2495815,0.1978865,0.1607465,0.302773
C6orf195,0.1320311,0.08170075,0.04006775,0.04921015,0.0375186,0.0368595,0.0112175,0.0729897,0.01866335,0.0206485
C6orf201,0.138414,0.0207411,0.09195585,0.1342135,0.018616265,0.04694305,0.0332368,0.062052,0.02687485,0.10108635
C6orf203,9.41972,8.19206,9.22445,6.35081,8.598895,10.90665,7.070275,5.72668,9.257275,6.317415
C6orf211,10.66905,14.03265,9.99395,24.8338,6.837905,9.001125,14.36635,13.0284,9.2692,13.08855
C6orf222,0,0,0.00442063,0,0,0.002938505,0.0096715,0,0.00436749,0.00512955
C6orf223,0,0,0,0,0.01411405,0.1191252,0.1688575,0.023262095,0,0.1788135
C6orf226,16.6739,16.38065,34.20405,29.42745,9.00788,8.350745,4.965795,7.863715,15.47965,12.6474
C6orf229,0.02290255,0,0,0.0284473,0,0,0,0.0437484,0,0
C6orf25,0,0,0.0404802,0,0,0,0,0,0,0.0215342
C6orf47,0.153737,0.0607171,0.2395365,0.355452,0.15159735,0.0289749,0.0449103,0.12009,0.282227,0.228236
C6orf48,29.81285,53.3622,17.98955,42.3861,10.015975,7.379365,6.201285,10.62665,26.69695,36.7991
C6orf52,1.115885,1.2849855,1.926755,4.11748,2.193435,2.40199,1.16248,0.272293,1.1999295,1.173325
C6orf57,5.99951,9.05148,7.766525,26.05945,12.07,10.9268,10.9606,8.29563,11.5982,11.02045
C6orf58,0,0,0,0,0,0.243844,0,0,0.0649745,0.2991995
C6orf62,190.3805,118.641,90.3852,103.095,28.66435,41.26715,49.20485,58.7259,84.0518,101.4025
C6orf7,0,0,0,0,0,0,0,0,0,0
C6orf89,33.4078,45.2101,16.04015,10.8982,14.5178,16.22565,11.587,11.92025,12.79865,9.26209
C6orf99,0,0,0.3348022,1.097275,0.355288,0.07889295,0.298562,0.0717133,0.136148,0.1237536
C7,0.0937124,0.217739,9.801485,0.395256,0.9323365,1.692235,7.866755,7.92733,3.23769,0.279136
C7orf13,5.209645,3.8864,11.24385,9.520905,5.66143,8.73566,14.5082,10.44585,9.6598,11.83415
C7orf25,7.23508,6.17354,15.99575,21.34865,14.2949,14.62325,9.443205,9.203665,7.392115,9.346
C7orf26,7.79102,8.0309,27.3328,32.8312,19.1149,14.1133,11.8364,14.81865,23.58475,21.85175
C7orf31,3.2516,2.80915,4.75459,3.33184,2.134995,2.59795,0.17879575,0.5443545,1.051308,1.74662
C7orf33,0,0,0.1412255,0.06858275,0,0,0,0,0,0
C7orf34,0.5648125,0.152019,0.1795975,0.244746,0,0,0,0.0233266,0,0.0336604
C7orf43,4.96467,3.202145,18.4634,18.31465,6.86096,7.44794,17.9257,23.98655,13.1315,16.58355
C7orf49,11.9496,11.2738,29.841,29.90845,10.16257,13.42315,31.18645,38.9592,45.0231,34.42845
C7orf50,14.3404,17.28445,66.984,148.681,58.40475,51.6791,38.60885,32.8437,55.3612,49.01835
C7orf55,3.909635,4.174445,14.53295,35.7924,17.76045,8.41245,23.47855,25.34095,12.66845,12.28735
C7orf55-LUC7L2,10.168305,9.396755,31.66335,19.9431,5.903075,13.67925,12.9833,16.2426,8.33526,16.71635
C7orf57,0.3986555,0.5497645,0.3970305,1.29349,1.339655,0.8578145,0.5158265,0.968918,0.09524125,0.7598695
C7orf60,3.686755,2.759595,3.77336,5.64478,2.078415,4.35658,8.17328,7.095755,2.490355,4.26123
C7orf61,0.0877929,0.240202,0.7321635,0.7591685,0.6880145,1.33376,1.4943,1.48745,0.170648,0.3720945
C7orf62,0,0,0,0,0,0,0,0,0,0
C7orf63,0.265712,0.2736635,1.52423,1.343335,0.568997,0.9108595,0.199257,0.497784,0.247519,0.4094995
C7orf65,0,0,0,0,0.00391883,0,0.01411245,0,0.0058755,0
C7orf66,0,0,0,0,0,0,0,0,0,0
C7orf69,0.02204405,0.1411915,0,0.07419305,0,0.02119185,0,0,0,0
C7orf71,0.0141667,0,0,0.01067625,0.0059032,0,0,0,0.0088245,0.0090854
C7orf72,0,0,0,0,0,0,0,0,0,0
C7orf73,24.82665,27.01565,34.6766,41.25345,15.305,33.4071,68.09455,93.3093,58.1353,41.0943
C7orf76,0,0,0,0,0,0.0062786,0,0,0,0.0117758
C8A,0,0,0,0,0,0,0.01626505,0,0.0067082,0.0071398
C8B,0,0,0,0,0,0,0.00903445,0,0,0
C8G,0.07445815,0.1440208,0.770801,0.4832055,0.145268,0.161831,0.1337215,0.334404,0.4265135,2.130025
C8orf12,0,0,0,0.0414357,0.0298884,0,0,0,0,0.034695
C8orf22,0,0,0.3610435,0.01566065,0,0,0,0,0,0
C8orf31,0.03364145,0.00743195,0.08979295,0,1.170075,1.50872,1.99335,0.8454205,0.3656385,0.1862525
C8orf33,25.97955,24.56125,13.84735,19.54865,44.7039,41.14975,26.76325,25.2536,22.8973,18.93485
C8orf34,0,0.0125832,0.0912752,0.01565115,0.0226778,0,0.0160492,0.03089685,0.07218805,0.1094002
C8orf37,1.317945,1.142745,0.6675635,0.9860505,2.20741,2.130615,1.094852,1.2591,0.404487,0.7319175
C8orf37-AS1,0,0,0,0.436938,1.3934105,1.4715095,0.2992085,0.36601,0.50781,0.184903
C8orf4,2.166445,1.177285,6.142305,3.054875,0.988576,5.302765,2.897505,6.81517,19.93425,7.113845
C8orf44,0.667871,0.6507045,0.9335445,0.915909,2.37902,2.131345,0.697908,0.856862,0.413703,0.845671
C8orf44-SGK3,1.2740095,0.6335795,1.156125,0.302355,2.071465,4.09196,0.855151,0.8968015,0.144184,0.295994
C8orf46,4.7594,3.376085,0.728167,0.5009855,0.5262495,2.194815,15.89995,1.67369,0.664761,2.23187
C8orf48,0.8286975,0.332327,1.48059,2.764835,1.188645,1.269315,61.26445,24.422,1.974935,6.06637
C8orf49,0,0,0.09733645,0.0457978,0.1713735,0.04433105,0.0233377,0,0.01851505,0.1080355
C8orf58,7.720105,6.955015,23.71585,20.89015,2.116575,2.49817,17.89545,13.5156,11.07005,12.9383
C8orf59,37.0069,41.38565,34.2973,51.6633,43.72105,53.15015,28.90605,21.5124,33.83335,40.17605
C8orf69,0,0,0,0,0,0,0,0,0,0
C8orf74,0,0,0,0,0,0,0,0,0,0
C8orf76,13.12375,12.8238,8.824955,14.7603,20.2507,19.86195,15.0908,10.17955,13.0196,18.2777
C8orf82,8.59722,7.07092,13.1477,12.45565,33.97195,20.8357,6.05134,12.0612,14.95785,16.2884
C8orf86,0,0,0,0,0,0,0.00882075,0.00654665,0.02212915,0
C8orf87,0,0,0,0,0,0,0,0,0,0
C8orf88,8.150165,9.649935,1.71365,2.45893,6.91045,6.87411,2.773385,1.422325,1.6601,4.50099
C9,0.00610145,0.0133717,0.02754415,0,0.004377155,0,0.02314715,0.00775815,0.0061566,0.04542465
C9orf106,0.017836,0,0.1086905,0,0.03488635,0.0190837,0.0334591,0.02981705,0.0262136,0.03197325
C9orf114,5.14082,5.303215,9.182055,11.09535,13.57265,7.07847,8.41811,7.274945,12.76725,12.3324
C9orf116,1.35904,3.67473,3.99273,5.764565,6.388375,4.218825,0.5176955,1.346165,2.26532,5.376445
C9orf117,0.0823992,0.0488259,0.205915,0.0621685,0.2892995,0.182349,0.1297955,0.1094325,0.1864195,0.08881655
C9orf129,3.05016,4.510685,2.898125,2.54006,15.10605,11.7478,5.591525,3.98954,3.88336,3.474705
C9orf131,0.0066827,0.00740523,0.004753775,0.0073551,0.00647055,0.010050815,0.03340955,0.015287045,0.01544975,0
C9orf135,0,0,0,0,0,0.0194031,0,0,0,0
C9orf135-AS1,0,0,0,0,0,0,0,0,0,0
C9orf139,0.0195424,0.00614951,0.10100575,0.1607825,0.029788,0.05105795,0.026737,0.1442635,0.08449625,0.2350145
C9orf142,8.66739,5.481655,42.8497,46.20675,31.45765,23.1593,14.81345,21.5485,51.39885,78.3603
C9orf152,0.0058218,0,0,0,0.0153639,0.0353481,0.01847015,0.0130903,0.0625434,0.01596835
C9orf153,0.02439925,0.00892935,0.0086126,0.007851,0.00587495,0.05258455,0,0.0079398,0.01636885,0.0353636
C9orf156,4.148185,4.97477,5.66028,5.943745,7.28537,5.965865,4.845615,4.26968,5.88427,6.0058
C9orf16,23.9161,27.70995,47.01475,47.47035,105.1185,117.55,142.1995,153.82,115.344,94.138
C9orf163,0.03899525,0.03601385,0.81513,0.526725,0.3109205,0.388136,0.1154714,0.1956965,0.181035,0.423265
C9orf169,0.3079835,0.2264535,0.7870915,0.533249,0.887116,1.14122,0.993464,0.4511185,0.552479,1.17352
C9orf170,0,0,0.400332,0.2876745,0.05842845,0.1725505,1.63108,1.12593,0.0610206,0.2713765
C9orf171,0.0076259,0,0.0118434,0.0171438,0.5814485,0.1878825,0,0,0.0340461,0.0433826
C9orf172,0.5600835,0.1522062,0.67959,0.68094,1.9661,1.066475,0.790141,0.798976,2.38424,5.183105
C9orf173,0.02449735,0.068809,0.08410625,0.03657515,0.0794716,0.1304825,0,0.01786805,0.12908405,0.746557
C9orf24,0.04357115,0,0.0701357,0.1282025,0.03901,0.0455345,0.056094,0.0936239,0.1300779,0.0665915
C9orf3,1.676645,2.83,2.231595,1.623825,6.118475,7.89692,10.47475,8.73551,7.576325,3.54608
C9orf37,2.889835,2.036935,8.12656,8.58466,6.141145,5.065735,3.294355,3.602445,9.84513,10.423
C9orf40,2.88148,3.58271,3.86439,5.014115,6.326145,5.25851,3.95871,3.23638,10.7044,8.818435
C9orf41,3.42599,3.17684,1.46178,1.602405,6.221465,7.382985,3.473945,3.42782,2.118455,3.50414
C9orf43,0.1315985,0.7852245,0.328299,0.1952175,0.853547,0.951325,0.0768901,0.20305,0.145535,0.151465
C9orf47,1.63E-10,7.14E-11,0.0390571,0.00436185,0.0213954,0.0305431,0.03339615,0.0669134,0.07357565,0.04580375
C9orf50,0.0083551,0,0.07670005,0.05403665,0.923773,2.20608,0.5385325,0.3487155,0.2274805,0.1789115
C9orf53,0,0,0.089788,0.059071,0,0,0,0,0.11639535,0.097542
C9orf57,0,0,0,0,0,0,0,0,0,0
C9orf62,0,0,0,0,0.00635025,0,0,0,0,0
C9orf64,0.387073,0.290801,6.746205,8.78749,15.74775,13.1494,9.38423,9.197265,7.43915,5.523555
C9orf66,0.01812705,0,0.113112,0.1145977,0.0728677,0.05019615,0.10676035,0.08043235,0.208203,0.428449
C9orf69,16.87155,21.2289,19.3325,20.5856,28.35065,19.495,21.50005,19.00525,31.18595,22.3743
C9orf72,2.4894,2.83506,4.154285,4.42664,3.56159,3.92259,4.09117,4.702,1.932415,3.648885
C9orf78,25.4475,28.5888,35.26175,28.09785,49.66925,38.2197,35.70545,27.5338,37.55135,32.5573
C9orf84,0.260488,0.215644,0.0287669,0.02601965,0.002389125,0.0066477,0.01256775,0.007323755,0.00983882,0.1437255
C9orf85,5.669395,6.621575,5.79713,11.9254,9.313955,7.654795,5.07654,3.46329,4.23681,6.49716
C9orf89,37.0458,22.4622,18.61505,21.3501,46.45415,43.10505,51.8759,37.05415,39.18465,38.03135
C9orf9,0.97336,1.401,2.15958,2.356155,10.81245,8.485195,1.0668395,1.79496,1.66774,1.919675
C9orf91,11.0217,11.90505,11.2159,11.22535,5.02337,3.3203,0.712341,2.19732,6.414095,10.3136
C9orf92,0,0,0.0813035,0,0,0,0,0,0.07008,0.1651505
C9orf96,2.342435,0.681514,0.4935025,0.416264,0.8074905,0.627653,0.246615,0.162683,0.354236,0.418354
CA1,0,0.02123735,0,0,0,0.0384728,0.04147185,0.01753955,0,0.3753635
CA10,0,0.00540325,0,0,0.04124125,0.004780745,0,0,0,0.0064492
CA11,15.174,20.59475,9.18834,8.389135,21.02015,4.63087,23.341,10.9614,2.79766,2.75038
CA12,0.8565205,0.391134,0.7407615,0.1057435,39.022,50.008,31.6978,23.8524,5.473675,2.55688
CA13,2.38293,1.79374,0.4803215,0.263236,4.72806,3.428955,5.911795,5.55338,1.0499815,0.9799475
CA14,97.4564,157.5255,34.252,38.40975,0.289053,0.426952,1.53202,0.2217835,9.96644,41.02025
CA2,4.066215,1.475065,2.71611,1.36995,5.274005,7.524835,1.79121,6.53829,9.661175,8.623625
CA3,0.2902225,0.02197085,10.4239,11.3342,0.2797445,0.1668884,0.172309,0.3765105,0.1512805,0.270412
CA4,0.0560385,0.00972465,0.258046,0.117882,0.00901785,0.07463225,0.2199615,0.1130565,0.457853,0.176953
CA5A,0,0.0278727,0.0198474,0.0572485,0,0.0130279,0.02333965,0.0214393,0.07599395,0.0473294
CA5B,12.9356,15.97815,0.5627965,0.6917635,0.661596,0.6450915,4.99004,3.171305,0.821493,1.0126095
CA5BP1,18.10965,17.2148,5.94889,3.808745,9.973365,6.165135,8.134495,4.947365,8.48456,12.56205
CA6,0.01271255,0.0701345,0.1731787,0,0.07106105,0.1462665,2.943145,0.2465625,0,0
CA7,0.0612001,0.01664345,0,0.02018455,0.9111095,0.787078,0.156011,0.0136278,0.13219485,0.0164191
CA8,0.0392358,0.0086431,43.77815,40.44725,10.494,0.518211,0.0497335,0.1475715,1.591965,8.494335
CA9,0,0,0.3223745,0.57522,0.2263375,1.728585,0.08721195,0.1736055,0.3976495,0.3563415
CAAP1,6.65517,7.569805,5.159855,7.06407,7.72959,7.83026,12.0186,11.3111,3.394195,3.34245
CAB39,23.73975,26.6464,16.66805,13.90555,31.99455,53.94605,25.44895,28.95065,16.64285,18.7846
CAB39L,17.609,13.53385,2.35658,2.19461,1.87415,2.93771,7.42351,6.485345,2.820715,4.028265
CABIN1,7.807965,9.25425,12.18395,11.0502,22.32665,16.36145,12.539,13.7187,9.41631,8.01117
CABLES1,53.93315,82.2099,17.2335,24.72425,9.01597,3.34626,5.965135,2.368105,23.70245,25.83655
CABLES2,1.222935,1.73424,8.15534,7.818155,1.677195,2.17338,0.923841,1.20903,3.22152,2.62334
CABP1,0.09422065,0.840724,0.5133385,0.276271,0.0703098,0.2680075,0.10011655,0.12612965,1.17134,0.566377
CABP2,0,0,0,0,0,0,0,0,0,0
CABP4,0.03849075,0.0382006,0.217987,0.10850975,0.09324085,0.03575915,0.1550055,0.31186,0.4497875,0.3479665
CABP5,0,0.00858315,0,0,0,0,0,0,0,0.02255575
CABP7,0.01076211,0,0.0479736,0.8253355,1.603385,1.36319,0.852189,0.016524,0.0350361,0.04708295
CABS1,0,0,0,0,0,0,0,0,0,0
CABYR,0.3300775,0.0893247,1.82265,2.05781,8.919425,6.70016,0.908469,1.35353,1.57539,1.36974
CACFD1,5.764,7.11385,4.23678,5.88356,5.76548,4.54723,1.356105,2.24846,5.842455,4.18872
CACHD1,3.64203,4.247485,2.26295,1.920855,3.67965,3.07803,0.317857,0.842959,4.27299,3.498415
CACNA1A,0.013561095,0.01976645,0.530999,0.2355475,0.149228,0.1968355,0.0883439,0.1803725,0.172742,0.07520675
